,budget,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,release_year,returncon
561,0,8223,3.647321,1993-10-28,0,117.0,Kika,6.8,58,1993,0.0
562,0,14587,0.441585,1994-01-21,0,100.0,Bhaji on the Beach,5.1,10,1994,0.0
563,0,31504,1.960563,1994-06-29,0,119.0,Little Big League,6.0,20,1994,0.0
564,0,41653,1.764582,1993-09-24,0,102.0,The Slingshot,6.2,10,1993,0.0
565,0,53185,0.00015,1993-09-05,0,102.0,Wide Eyed and Legless,0.0,0,1993,0.0
566,0,95743,0.002789,1994-07-29,0,90.0,Foreign Student,0.0,0,1994,0.0
567,0,23637,3.456868,1992-10-01,0,100.0,"Ciao, Professore!",7.2,74,1992,0.0
568,200000,17600,2.799575,1994-01-15,0,106.0,Spanking the Monkey,5.3,29,1994,0.0
569,0,10897,6.707109,1994-08-05,67308282,82.0,The Little Rascals,6.3,214,1994,0.0
570,0,349394,8.2e-05,1993-09-10,0,82.0,À la mode,0.0,0,1993,0.0
571,0,21352,3.139316,1994-08-17,0,94.0,Andre,5.0,31,1994,0.0
572,0,68806,0.046196,1993-01-01,0,92.0,The Escort,5.0,5,1993,0.0
573,0,37345,1.943323,1994-09-16,3021629,97.0,Princess Caraboo,4.4,5,1994,0.0
574,0,32562,6.784687,1996-01-30,0,102.0,The Celluloid Closet,7.0,24,1996,0.0
575,0,47507,1.040873,1993-01-01,0,94.0,Café au Lait,6.8,4,1993,0.0
576,0,25403,2.904734,1993-10-12,0,100.0,Dear Diary,6.9,46,1993,0.0
577,0,124304,1.213481,1993-05-20,0,106.0,I Don't Want to Talk About It,6.0,1,1993,0.0
578,0,9066,4.233092,1995-02-16,0,84.0,The Brady Bunch Movie,5.9,87,1995,0.0
579,18000000,771,0.702543,1990-11-09,476684675,103.0,Home Alone,7.1,2487,1990,26.482481944444444
580,22000000,251,11.945397,1990-07-12,505000000,127.0,Ghost,6.9,1381,1990,22.954545454545453
581,28000000,812,16.357419,1992-11-25,504050219,90.0,Aladdin,7.4,3495,1992,18.001793535714285
582,100000000,280,22.661695,1991-07-01,520000000,137.0,Terminator 2: Judgment Day,7.7,4274,1991,5.2
583,22000000,581,11.654349,1990-11-09,424208848,181.0,Dances with Wolves,7.6,1084,1990,19.282220363636362
584,0,80350,0.426887,1995-02-14,0,92.0,Tough and Deadly,6.3,4,1995,0.0
585,35000000,268,19.10673,1989-06-23,411348924,126.0,Batman,7.0,2145,1989,11.7528264
586,19000000,274,4.307222,1991-02-01,272742922,119.0,The Silence of the Lambs,8.1,4549,1991,14.354890631578947
587,1488423,408,16.263878,1937-12-20,184925486,83.0,Snow White and the Seven Dwarfs,6.9,1973,1937,124.24256142239135
588,25000000,10020,23.433511,1991-11-13,377350553,84.0,Beauty and the Beast,7.5,3029,1991,15.09402212
589,2600000,10895,14.202284,1940-02-23,84300000,88.0,Pinocchio,6.9,1412,1940,32.42307692307692
590,14000000,114,13.348451,1990-03-23,463000000,119.0,Pretty Woman,7.0,1807,1990,33.07142857142857
591,0,41043,0.345748,1993-12-01,0,87.0,Window to Paris,6.0,6,1993,0.0
592,6244087,576,11.722424,1969-06-17,638641,145.0,The Wild Bunch,7.7,266,1969,0.10227932442325034
593,0,15477,3.40523,1994-11-23,0,101.0,Love and a .45,5.5,15,1994,0.0
594,0,59146,0.088451,1994-02-05,0,113.0,The Wooden Man's Bride,6.5,1,1994,0.0
595,0,124472,0.076352,1994-09-27,0,60.0,A Great Day in Harlem,7.0,2,1994,0.0
596,0,30528,2.47308,1995-03-16,0,106.0,Bye Bye Love,6.1,20,1995,0.0
597,0,7300,7.009946,1996-12-20,97529550,108.0,One Fine Day,6.1,160,1996,0.0
598,0,10824,4.983552,1995-03-17,13940383,93.0,Candyman: Farewell to the Flesh,5.0,64,1995,0.0
599,0,261246,1.461029,1993-12-31,0,112.0,Century,5.0,1,1993,0.0
600,7000000,275,12.61469,1996-04-05,60611975,98.0,Fargo,7.7,2080,1996,8.65885357142857
601,0,25059,14.657754,1996-03-08,32709423,89.0,Homeward Bound II: Lost in San Francisco,6.0,105,1996,0.0
602,9300000,11827,7.640073,1981-08-07,0,90.0,Heavy Metal,6.3,150,1981,0.0
603,4000000,8766,5.263187,1996-03-08,16675000,86.0,Hellraiser: Bloodline,4.9,111,1996,4.16875
604,8000000,23570,8.174116,1996-05-03,0,97.0,The Pallbearer,4.6,30,1996,0.0
605,0,47333,2.420301,1996-02-09,0,112.0,Jane Eyre,7.1,51,1996,0.0
606,500000,54850,0.618066,1996-04-12,0,91.0,Loaded,4.0,3,1996,0.0
607,0,51242,1.306628,1974-05-05,0,100.0,Bread and Chocolate,7.1,10,1974,0.0
608,4000000,10112,9.834047,1970-12-23,55675257,78.0,The Aristocats,7.1,1287,1970,13.91881425
609,0,4307,2.286788,1995-09-22,0,107.0,The Flower of My Secret,6.9,43,1995,0.0
610,0,46029,1.620174,1996-02-14,0,118.0,Two Much,5.1,24,1996,0.0
611,0,32308,5.174212,1996-03-15,0,94.0,Ed,3.6,24,1996,0.0
612,0,88893,0.736081,1991-01-01,0,105.0,Scream of Stone,7.5,4,1991,0.0
613,0,52873,0.516924,1993-05-14,0,127.0,My Favorite Season,6.4,4,1993,0.0
614,0,123505,0.173207,1996-09-06,0,90.0,A Modern Affair,5.0,1,1996,0.0
615,0,340210,0.793932,1995-12-08,0,83.0,Condition Red,4.7,3,1995,0.0
616,0,44281,1.983301,1990-01-01,0,98.0,Halfaouine: Boy of the Terraces,7.4,5,1990,0.0
617,0,28121,2.256747,1996-04-04,0,108.0,A Thin Line Between Love and Hate,5.7,15,1996,0.0
618,0,12520,4.619915,1995-09-08,442965,92.0,The Last Supper,6.5,82,1995,0.0
619,30000000,1592,10.326213,1996-04-03,102616183,129.0,Primal Fear,7.4,644,1996,3.4205394333333334
620,0,166901,0.065827,1995-09-08,0,89.0,Rude,6.0,1,1995,0.0
621,0,36447,1.67218,1996-01-26,0,109.0,Carried Away,5.4,5,1996,0.0
622,0,19042,5.028897,1996-03-29,8620678,82.0,All Dogs Go to Heaven 2,5.0,50,1996,0.0
623,0,38884,6.144235,1995-01-01,0,109.0,Land and Freedom,7.0,53,1995,0.0
624,0,47449,0.466476,1995-05-17,0,80.0,Denise Calls Up,6.6,5,1995,0.0
625,33500000,36259,2.583686,1995-12-14,0,92.0,Theodore Rex,3.6,17,1995,0.0
626,0,41852,6.207993,1996-03-29,0,109.0,A Family Thing,5.6,14,1996,0.0
627,0,40926,0.319215,1996-03-22,0,88.0,Frisk,3.0,3,1996,0.0
628,0,9099,5.70904,1996-03-29,0,90.0,Sgt. Bilko,5.5,96,1996,0.0
629,0,2021,1.523446,1995-06-02,218626,110.0,Jack & Sarah,5.1,10,1995,0.0
630,12000000,61752,4.405169,1996-03-22,4939939,108.0,Girl 6,5.7,17,1996,0.41166158333333336
631,0,10988,4.530079,1996-03-22,0,107.0,Diabolique,5.4,74,1996,0.0
632,0,11479,4.728163,1994-12-14,0,90.0,"Little Indian, Big City",6.0,145,1994,0.0
633,0,398959,0.149157,1995-09-11,0,97.0,Roula,5.0,1,1995,0.0
634,0,287305,0.066123,1996-03-21,0,,Peanuts – Die Bank zahlt alles,4.0,1,1996,0.0
635,0,339428,0.002229,1996-03-14,65335,,Happy Weekend,0.0,0,1996,0.0
636,0,12652,1.784647,1996-04-12,0,106.0,Nelly and Monsieur Arnaud,7.1,16,1996,0.0
637,46000000,10684,11.595316,1996-07-04,100860818,117.0,Courage Under Fire,6.2,240,1996,2.1926264782608698
638,80000000,954,15.793477,1996-05-22,457696359,110.0,Mission: Impossible,6.7,2677,1996,5.7212044875
639,0,68445,0.494977,1995-02-10,0,85.0,Cold Fever,7.7,6,1995,0.0
640,0,18989,2.337263,1996-06-14,0,123.0,Moll Flanders,6.2,19,1996,0.0
641,0,10801,0.821299,1996-03-06,0,86.0,The Superwife,5.3,7,1996,0.0
642,0,54285,0.396626,1995-04-22,0,100.0,"301, 302",6.2,10,1995,0.0
643,57000000,8840,23.63659,1996-05-31,115267375,103.0,DragonHeart,6.4,553,1996,2.022234649122807
644,0,278978,0.439989,1996-02-29,0,,Und keiner weint mir nach,0.0,0,1996,0.0
645,0,124625,0.622885,1995-09-12,0,93.0,My Mother's Courage,0.0,0,1995,0.0
646,0,11107,3.09233,1996-05-31,0,100.0,Eddie,5.4,46,1996,0.0
647,0,16417,1.558066,1993-12-01,0,100.0,Yankee Zulu,6.0,4,1993,0.0
648,0,70934,0.002444,1995-07-26,0,92.0,Billy's Holiday,0.0,0,1995,0.0
649,0,10363,3.804493,1960-03-10,0,115.0,Purple Noon,7.3,73,1960,0.0
650,0,161070,0.987434,1996-08-08,0,94.0,August,5.3,3,1996,0.0
651,38000000,10539,13.217623,1996-04-12,28921264,79.0,James and the Giant Peach,6.2,375,1996,0.7610858947368421
652,0,10543,6.954926,1996-04-12,0,97.0,Fear,6.1,157,1996,0.0
653,0,18414,2.299851,1996-04-02,0,89.0,Kids in the Hall: Brain Candy,5.9,26,1996,0.0
654,13000000,47502,1.296862,1996-04-03,9789900,91.0,Faithful,4.8,4,1996,0.7530692307692308
655,14000000,11902,14.587894,1995-04-11,0,170.0,Underground,7.5,143,1995,0.0
656,0,27098,3.582047,1995-03-08,0,130.0,All Things Fair,6.1,23,1995,0.0
657,0,25087,3.085207,1996-03-01,684351,90.0,Bloodsport II,5.2,23,1996,0.0
658,0,5801,3.900709,1955-08-26,536364,125.0,Pather Panchali,7.9,63,1955,0.0
659,0,896,2.381806,1959-05-01,16000,117.0,The World of Apu,8.2,40,1959,0.0
660,0,3065,2.985163,1996-04-19,0,73.0,Mystery Science Theater 3000: The Movie,7.0,71,1996,0.0
661,0,318177,0.001662,1996-03-15,0,100.0,Tarantella,0.0,0,1996,0.0
662,80000000,2300,11.054251,1996-11-15,250200000,88.0,Space Jam,6.5,1335,1996,3.1275
663,9000000,8069,14.304205,1968-10-10,2500000,98.0,Barbarella,5.7,149,1968,0.2777777777777778
664,0,288173,0.062388,1995-01-01,0,90.0,Hostile Intentions,8.0,1,1995,0.0
665,0,187851,0.466991,1996-01-01,0,98.0,They Bite,5.5,1,1996,0.0
666,0,27768,0.459376,1994-03-26,0,25.0,Some Folks Call It a Sling Blade,7.5,8,1994,0.0
667,0,221917,0.117662,1995-09-22,0,0.0,The Run of the Country,8.0,2,1995,0.0
668,220000,8072,4.658149,1965-05-05,0,100.0,Alphaville,6.8,100,1965,0.0
669,0,35797,2.272213,1981-11-04,0,128.0,Coup de Torchon,6.8,21,1981,0.0
670,0,88030,0.18343,1994-01-01,0,75.0,Tigrero: A Film That Was Never Made,7.5,4,1994,0.0
671,0,185191,0.004117,1993-05-20,0,110.0,The Eye of Vichy,0.0,0,1993,0.0
672,0,83857,0.400023,1980-01-18,0,96.0,Windows,5.8,9,1980,0.0
673,0,33245,2.791667,1996-03-22,0,110.0,It's My Party,6.2,9,1996,0.0
674,0,124460,0.487357,1994-10-27,0,118.0,Country Life,8.0,1,1994,0.0
675,0,27281,4.357971,1995-07-28,0,107.0,Operation Dumbo Drop,4.7,37,1995,0.0
676,0,105045,0.122178,1995-02-16,0,115.0,The Promise,5.0,1,1995,0.0
677,25000000,40001,9.1861,1996-04-19,10070000,105.0,Mrs. Winterbourne,5.5,26,1996,0.4028
678,0,29621,1.899069,1996-10-23,0,94.0,Solo,3.9,18,1996,0.0
679,0,117730,0.71066,1994-01-01,0,0.0,Under The Domim Tree,6.5,2,1994,0.0
680,0,20762,10.68537,1996-04-19,0,114.0,The Substitute,5.8,60,1996,0.0
681,0,37144,1.217249,1996-03-12,0,94.0,True Crime,5.1,7,1996,0.0
682,0,48260,0.877853,1995-08-18,0,88.0,Butterfly Kiss,7.4,5,1995,0.0
683,0,12656,10.298582,1996-09-13,0,99.0,Feeling Minnesota,5.5,29,1996,0.0
684,0,38867,1.099187,1995-06-09,62949,99.0,Delta of Venus,3.3,5,1995,0.0
685,0,277270,0.006854,1991-01-01,0,0.0,To Cross the Rubicon,0.0,0,1991,0.0
686,0,25969,2.25008,1995-09-15,0,90.0,Angus,6.8,24,1995,0.0
687,0,44103,0.755047,1992-09-01,0,138.0,Priest Daens,6.7,15,1992,0.0
688,275000,753,7.918418,1968-11-24,0,130.0,Faces,7.1,36,1968,0.0
689,0,43634,1.579153,1996-05-10,0,86.0,Boys,5.3,11,1996,0.0
690,30000000,9103,7.941972,1996-04-19,57400547,95.0,The Quest,5.3,126,1996,1.9133515666666667
691,0,90214,0.947007,1996-03-04,0,102.0,Cosi,7.1,9,1996,0.0
692,0,29649,1.231692,1996-04-26,0,99.0,Sunset Park,5.1,7,1996,0.0
693,0,10990,5.79463,1996-04-26,0,107.0,Mulholland Falls,6.2,73,1996,0.0
694,0,8866,5.121203,1996-04-26,0,93.0,The Truth About Cats & Dogs,5.7,86,1996,0.0
695,31000000,12233,10.813579,1988-11-18,74151346,74.0,Oliver & Company,6.5,372,1988,2.3919789032258065
696,0,23449,1.940747,1996-04-19,0,91.0,Celtic Pride,4.9,35,1996,0.0
697,25530000,36355,4.557006,1996-05-17,20080020,95.0,Flipper,5.3,85,1996,0.7865264394829612
698,0,37667,1.926109,1994-05-03,0,100.0,Captives,6.0,10,1994,0.0
699,0,90148,0.709209,1994-05-10,0,103.0,Of Love and Shadows,4.4,11,1994,0.0
700,9000000,922,6.505272,1995-12-23,0,121.0,Dead Man,7.2,397,1995,0.0
701,35000000,11876,1.690768,1995-09-20,15000000,135.0,The Horseman on the Roof,6.7,25,1995,0.42857142857142855
702,0,52633,6.035166,1975-01-05,0,91.0,Switchblade Sisters,6.6,27,1975,0.0
703,0,62364,1.133409,1995-11-10,0,106.0,Mouth to Mouth,5.5,5,1995,0.0
704,0,11687,7.326169,1993-01-27,0,107.0,The Visitors,7.1,433,1993,0.0
705,45000000,9304,8.768806,1996-07-19,0,117.0,Multiplicity,5.5,158,1996,0.0
706,0,73183,0.037443,1996-05-01,0,112.0,"The Haunted World of Edward D. Wood, Jr.",10.0,1,1996,0.0
707,0,131232,0.003949,2002-03-20,0,86.0,Two Friends,0.0,0,2002,0.0
708,15000000,9100,12.860385,1996-05-03,24769466,101.0,The Craft,6.3,388,1996,1.6512977333333334
709,0,20759,3.321765,1996-05-03,0,91.0,The Great White Hype,5.1,29,1996,0.0
710,0,46063,1.196686,1996-05-02,5,103.0,Last Dance,5.6,9,1996,0.0
712,0,32513,1.92386,1995-01-01,0,95.0,Cold Comfort Farm,7.0,21,1995,0.0
713,0,40651,0.543042,1995-08-01,0,104.0,"Institute Benjamenta, or This Dream People Call Human Life",7.7,11,1995,0.0
714,25000000,36915,9.264679,1996-05-17,0,132.0,Heaven's Prisoners,5.0,17,1996,0.0
715,4800000,40507,0.343579,1996-05-10,3014000,99.0,Original Gangstas,5.5,5,1996,0.6279166666666667
716,75000000,9802,13.249824,1996-06-06,335062621,136.0,The Rock,6.9,1474,1996,4.467501613333333
717,0,25697,0.746662,1996-04-12,0,91.0,Getting Away with Murder,5.5,6,1996,0.0
718,4000000,21588,6.247819,1994-03-25,0,105.0,Cemetery Man,7.0,105,1994,0.0
719,92000000,664,8.739144,1996-05-10,494471524,113.0,Twister,6.1,966,1996,5.374690478260869
720,0,11867,5.877599,1996-05-02,3793614,98.0,Barb Wire,3.9,117,1996,0.0
721,0,47119,0.125882,1995-10-31,0,102.0,Le Garçu,5.0,1,1995,0.0
722,0,314352,0.652621,1996-04-11,0,92.0,Honeymoon,0.0,0,1996,0.0
723,0,9323,10.686166,1995-11-18,2287714,83.0,Ghost in the Shell,7.8,854,1995,0.0
724,0,10280,4.856229,1996-10-25,0,92.0,Thinner,5.5,125,1996,0.0
725,18000000,10535,8.202057,1996-05-24,0,81.0,Spy Hard,4.9,148,1996,0.0
726,0,124613,0.594716,1995-08-23,0,102.0,Brothers in Trouble,0.0,0,1995,0.0
727,0,532,6.796858,1995-12-24,0,30.0,A Close Shave,7.5,223,1995,0.0
728,0,26744,4.386329,1948-12-25,0,78.0,Force of Evil,6.6,33,1948,0.0
729,0,16299,1.751457,1996-08-30,0,94.0,The Stupids,4.2,22,1996,0.0
730,25000000,10547,6.497591,1996-05-31,14048372,115.0,The Arrival,6.1,200,1996,0.56193488
731,0,245268,0.068254,1943-08-04,0,103.0,The Man from Down Under,0.0,0,1943,0.0
732,1800000,935,9.80398,1964-01-29,9440272,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472,1964,5.244595555555556
733,0,55613,0.160571,1992-09-30,0,100.0,Careful,7.8,4,1992,0.0
735,0,41007,0.851078,1995-09-11,0,92.0,A Month by the Lake,7.2,7,1995,0.0
736,0,35645,5.508101,1995-11-03,0,94.0,Gold Diggers: The Secret of Bear Mountain,5.8,20,1995,0.0
737,0,110465,1.048075,1950-12-07,0,113.0,Kim,7.0,5,1950,0.0
738,0,255546,0.146287,1995-04-13,0,91.0,Carmen Miranda: Bananas Is My Business,10.0,1,1995,0.0
739,0,40751,5.215992,1994-09-16,0,100.0,Ashes of Time,7.1,73,1994,0.0
740,0,275096,0.401531,1994-04-01,0,86.0,The Jar,8.0,3,1994,0.0
741,0,85778,0.001608,1995-11-10,0,105.0,Maya Lin: A Strong Clear Vision,0.0,0,1995,0.0
742,0,11101,7.667284,1993-01-21,0,134.0,Stalingrad,7.4,116,1993,0.0
743,45000000,9826,8.079541,1996-06-06,17300889,100.0,The Phantom,4.7,138,1996,0.3844642
744,50000000,9879,11.341502,1996-06-28,113309743,115.0,Striptease,4.4,210,1996,2.26619486
745,0,63564,1.427756,1996-12-06,0,102.0,The Last of the High Kings,5.7,15,1996,0.0
746,0,22621,0.889498,1995-01-20,0,105.0,Heavy,7.7,11,1995,0.0
747,45000000,7095,6.287245,1996-08-09,58620973,113.0,Jack,5.9,340,1996,1.3026882888888889
748,0,26890,2.771201,1996-05-01,1814290,103.0,I Shot Andy Warhol,6.1,32,1996,0.0
749,0,46732,0.365418,1995-09-10,0,107.0,The Grass Harp,6.1,4,1995,0.0
750,0,124633,0.099602,1995-09-09,0,96.0,Someone Else's America,0.0,0,1995,0.0
751,0,202425,0.514363,1987-11-17,0,80.0,Life is Rosy,6.5,2,1987,0.0
752,0,196940,0.011938,1992-05-26,0,80.0,Quartier Mozart,5.0,1,1992,0.0
753,0,77771,0.043903,1973-07-01,0,85.0,Touki Bouki,7.3,10,1973,0.0
754,0,181083,0.049573,1982-01-01,0,75.0,God's Gift,5.0,1,1982,0.0
755,0,41225,1.794298,1968-05-16,0,121.0,Spirits of the Dead,5.5,24,1968,0.0
756,0,188589,0.001687,1994-05-04,0,109.0,Babyfever,0.0,0,1994,0.0
757,50,87190,0.837911,1995-01-01,0,90.0,Pharaoh's  Army,6.3,5,1995,0.0
758,4000000,627,19.348466,1996-02-23,16491080,93.0,Trainspotting,7.8,2737,1996,4.12277
759,1000000,32872,2.700061,1997-05-30,0,113.0,Til There Was You,3.9,4,1997,0.0
760,75000000,602,17.634197,1996-06-25,816969268,145.0,Independence Day,6.7,3334,1996,10.892923573333332
761,0,14553,6.418805,1996-03-29,0,116.0,Stealing Beauty,6.6,99,1996,0.0
762,55000000,9566,12.202063,1996-08-15,18626419,116.0,The Fan,5.7,202,1996,0.33866216363636364
763,100000000,10545,13.553999,1996-06-21,100138851,91.0,The Hunchback of Notre Dame,6.8,1182,1996,1.00138851
764,47000000,9894,7.586577,1996-06-10,102825796,96.0,The Cable Guy,5.7,603,1996,2.187782893617021
765,27000000,11543,11.633347,1996-07-04,25023434,113.0,Kingpin,6.7,248,1996,0.9267938518518518
766,100000000,9268,6.919314,1996-06-21,242295562,115.0,Eraser,5.6,553,1996,2.42295562
767,0,52059,0.10705,1995-01-01,0,180.0,The Gate of Heavenly Peace,6.7,3,1995,0.0
768,54000000,9327,9.651581,1996-06-26,128769345,95.0,The Nutty Professor,5.4,717,1996,2.3846175
769,0,123763,0.202495,1990-08-09,0,105.0,"I, the Worst of All",6.8,3,1990,0.0
770,0,81949,0.826372,1994-05-15,65352,82.0,An Unforgettable Summer,7.2,6,1994,0.0
771,0,42005,0.043125,1987-01-01,0,97.0,A Hungarian Fairy Tale,0.0,0,1987,0.0
772,0,124306,0.000308,1993-01-01,0,90.0,My Life and Times With Antonin Artaud,8.0,1,1993,0.0
773,0,183955,0.05956,1994-09-09,0,100.0,Midnight Dancers,7.0,1,1994,0.0
774,0,44535,0.970688,1994-09-27,0,102.0,Somebody to Love,5.1,2,1994,0.0
775,0,44495,0.147662,1974-01-01,0,80.0,A Very Natural Thing,6.3,3,1974,0.0
776,0,78285,0.573423,1991-09-18,0,0.0,The Old Lady Who Walked in the Sea,0.0,0,1991,0.0
777,80000000,11228,11.995799,1996-12-06,159212469,115.0,Daylight,5.8,385,1996,1.9901558625
778,30000000,10779,12.09096,1996-07-18,29359216,110.0,The Frighteners,6.7,413,1996,0.9786405333333333
779,5000000,26748,9.069963,1996-06-21,13269963,135.0,Lone Star,6.9,79,1996,2.6539926
780,12000000,38223,4.086563,1996-07-10,0,100.0,Harriet the Spy,5.7,47,1996,0.0
781,32000000,9294,5.575992,1996-07-05,152036382,123.0,Phenomenon,6.2,328,1996,4.7511369375
782,0,49963,0.913281,1996-07-17,0,86.0,Walking and Talking,6.6,8,1996,0.0
783,3500000,11363,10.827266,1996-08-26,9482579,96.0,She's the One,5.7,71,1996,2.7093082857142856
784,40000000,1645,13.309013,1996-07-24,152266007,149.0,A Time to Kill,7.0,522,1996,3.806650175
785,0,31546,7.031279,1996-09-13,665450,88.0,American Buffalo,6.2,9,1996,0.0
786,0,77056,0.227128,1995-03-22,0,94.0,Rendezvous in Paris,6.5,4,1995,0.0
787,23000000,36344,2.318141,1996-08-14,0,109.0,Alaska,5.2,32,1996,0.0
788,25000000,18550,3.906949,1996-07-19,17193231,98.0,Fled,5.2,49,1996,0.68772924
789,20000000,11511,8.962892,1996-07-17,0,93.0,Kazaam,3.6,60,1996,0.0
790,0,172198,0.091984,1994-10-23,0,106.0,Magic Hunter,6.0,1,1994,0.0
791,30000000,34170,3.521921,1996-10-31,0,93.0,Larger Than Life,5.4,35,1996,0.0
792,0,281085,1.56604,1996-05-22,0,0.0,A Boy Called Hate,6.0,2,1996,0.0
793,0,109478,0.926867,1996-05-17,0,89.0,Power 98,4.0,1,1996,0.0
794,0,124645,0.145092,1995-09-10,0,102.0,Two Deaths,7.0,2,1995,0.0
795,0,12606,9.898696,1996-08-23,0,90.0,A Very Brady Sequel,5.8,42,1996,0.0
796,0,69895,0.036699,1993-05-26,0,82.0,Stefano Quantestorie,6.0,1,1993,0.0
797,0,35206,1.116063,1956-09-21,0,104.0,Death in the Garden,7.4,8,1956,0.0
798,0,151489,0.270432,1992-01-01,0,123.0,Hedd Wyn,6.5,2,1992,0.0
799,0,4837,1.683348,1967-03-02,0,89.0,La Collectionneuse,6.5,25,1967,0.0
800,0,12632,0.000578,1993-09-11,0,139.0,Kaspar Hauser,6.3,4,1993,0.0
801,0,9098,1.165202,1996-05-30,0,100.0,Regular Guys,5.2,9,1996,0.0
802,0,282919,0.106345,1996-06-20,0,,Diebinnen,4.0,1,1996,0.0
803,0,124614,1.606957,1995-09-06,0,91.0,The Convent,6.5,6,1995,0.0
804,0,18975,7.523528,1996-07-26,0,90.0,The Adventures of Pinocchio,5.0,55,1996,0.0
805,13000000,11962,9.490858,1996-07-26,4619014,78.0,Joe's Apartment,5.0,87,1996,0.3553087692307692
806,26000000,2925,10.177303,1996-09-20,116400000,102.0,The First Wives Club,6.5,172,1996,4.476923076923077
807,0,28628,0.940228,1995-10-01,0,99.0,Stonewall,7.2,10,1995,0.0
808,80000000,3595,8.772188,1996-11-08,309492681,117.0,Ransom,6.4,482,1996,3.8686585125
809,0,9308,4.220058,1996-10-25,21302121,86.0,High School High,5.4,51,1996,0.0
810,0,92381,0.879852,1996-08-02,0,89.0,Phat Beach,5.4,8,1996,0.0
811,0,18555,3.186891,1996-08-23,258263,102.0,Foxfire,6.3,30,1996,0.0
812,50000000,12123,15.874491,1996-08-02,60209334,107.0,Chain Reaction,5.3,291,1996,1.20418668
813,36000000,10830,10.034915,1996-08-02,33459416,98.0,Matilda,6.9,892,1996,0.9294282222222222
814,6000000,3573,6.593011,1996-08-02,22231658,121.0,Emma,6.7,152,1996,3.7052763333333334
815,13000000,10546,6.554679,1996-08-29,17917287,84.0,The Crow: City of Angels,5.2,119,1996,1.3782528461538461
816,0,18862,12.297782,1996-08-14,0,108.0,House Arrest,5.0,32,1996,0.0
817,0,31417,9.935891,1960-01-11,0,90.0,Eyes Without a Face,7.5,130,1960,0.0
818,15000000,9431,3.450402,1996-08-16,5600000,87.0,Bordello of Blood,5.0,63,1996,0.37333333333333335
819,0,124619,0.042365,1995-06-01,0,87.0,Lotto Land,7.0,1,1995,0.0
820,0,297645,0.001652,1994-03-30,0,90.0,The Story of Xinghua,0.0,0,1994,0.0
821,0,48144,0.076062,1994-01-01,0,99.0,The Day the Sun Turned Cold,7.0,2,1994,0.0
822,0,46986,1.663948,1995-09-14,0,85.0,Flirt,7.5,4,1995,0.0
823,0,144982,0.404501,1996-09-06,0,98.0,The Big Squeeze,5.0,1,1996,0.0
824,6000000,47907,1.19589,1996-08-23,12643776,117.0,The Spitfire Grill,6.8,17,1996,2.107296
825,50000000,10061,12.229381,1996-08-09,42277365,97.0,Escape from L.A.,5.6,381,1996,0.8455473
826,0,36266,1.781952,1995-01-01,0,123.0,Cyclo,6.8,23,1995,0.0
827,2962051,549,4.797674,1996-08-09,3011195,108.0,Basquiat,6.6,97,1996,1.016591206565991
828,45000000,10478,6.24966,1996-08-16,53854588,135.0,Tin Cup,5.9,152,1996,1.1967686222222222
829,200000,66634,0.124273,1991-06-02,300000,109.0,Dingo,6.0,1,1991,1.5
830,0,116690,0.969254,1958-06-01,0,98.0,The Ballad of Narayama,6.4,12,1958,0.0
831,0,213917,0.629807,1990-08-28,0,104.0,Every Other Weekend,6.0,2,1990,0.0
832,0,145925,0.03537,1993-01-01,0,0.0,Mille bolle blu,6.0,1,1993,0.0
833,0,100914,0.036478,1949-01-01,0,113.0,Crows and Sparrows,5.0,1,1949,0.0
834,6000000,238,41.109264,1972-03-14,245066411,175.0,The Godfather,8.5,6024,1972,40.844401833333336
835,0,159,8.593319,1994-10-05,0,90.0,Maybe... Maybe Not,6.1,34,1994,0.0
836,900000,11134,6.751864,1992-07-04,20483423,95.0,Police Story 3: Supercop,6.7,109,1992,22.75935888888889
837,500000,88224,1.143656,1996-01-22,431326,88.0,Manny & Lo,6.3,9,1996,0.862652
838,0,132641,0.096079,1953-04-29,0,89.0,Wife,0.0,0,1953,0.0
839,1850000,42758,0.90913,1996-04-05,0,108.0,Small Faces,6.4,10,1996,0.0
840,4500000,9303,12.449574,1996-09-13,7011317,108.0,Bound,6.9,203,1996,1.5580704444444444
841,17000000,23945,3.714049,1996-08-23,0,89.0,Carpool,4.9,17,1996,0.0
842,0,37820,0.913987,1990-11-08,0,109.0,Death in Brunswick,6.1,7,1990,0.0
843,18000000,22479,5.130136,1996-08-16,0,116.0,Kansas City,6.1,13,1996,0.0
844,53000000,9054,2.289647,1997-05-30,0,94.0,Gone Fishin',4.7,48,1997,0.0
845,0,241058,0.14315,1996-07-12,0,82.0,Lover's Knot,4.0,2,1996,0.0
846,0,11985,1.404588,1994-09-02,0,118.0,Vive L'Amour,7.3,16,1994,0.0
847,0,10232,0.364246,1976-01-31,0,101.0,Shadow of Angels,4.0,2,1976,0.0
848,0,59569,0.705136,1996-09-06,0,91.0,Killer: A Journal of Murder,6.3,10,1996,0.0
849,0,410921,0.001771,1994-01-01,0,0.0,Nothing to Lose,0.0,0,1994,0.0
850,0,38955,1.262539,1993-10-21,0,104.0,Project S,5.8,12,1993,0.0
